TouchButtons,LeftIndexTrigger,RightIndexTrigger,LeftHandTrigger,RightHandTrigger,LeftTouchPosX,LeftTouchPosY,LeftTouchPosZ,LeftTouchOrientationW,LeftTouchOrientationX,LeftTouchOrientationY,LeftTouchOrientationZ,RightTouchPosX,RightTouchPosY,RightTouchPosZ,RightTouchOrientationW,RightTouchOrientationX,RightTouchOrientationY,RightTouchOrientationZ,HeadPosX,HeadPosY,HeadPosZ,HeadOrientationW,HeadOrientationX,HeadOrientationY,HeadOrientationZ,time
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593786,-0.729101,0.0677051,0.333536,0.0523921,0.0222912,0.220761,0.997188,-0.0740312,-0.0078151,0.00866314,0.399878
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59375,-0.728954,0.0679289,0.333875,0.0524955,0.0222839,0.22087,0.997188,-0.0740462,-0.00793009,0.00842727,0.416415
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593704,-0.728821,0.0681273,0.334206,0.0526062,0.0222883,0.22098,0.997186,-0.0740859,-0.00796697,0.00821693,0.433167
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59367,-0.72871,0.068281,0.334478,0.0527296,0.0222858,0.22107,0.99719,-0.0740555,-0.00797405,0.0080479,0.449877
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593694,-0.72857,0.0684173,0.334713,0.0528622,0.0222739,0.22112,0.997192,-0.0740401,-0.00797056,0.00789351,0.466556
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593672,-0.728492,0.0685588,0.334892,0.0529874,0.0222519,0.221192,0.997193,-0.0740483,-0.00795697,0.00774233,0.48291
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593682,-0.728421,0.0687039,0.334998,0.0531102,0.0222301,0.221309,0.997194,-0.0740486,-0.00792449,0.00759143,0.499953
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593692,-0.728362,0.0688122,0.335086,0.0532178,0.0222259,0.221408,0.997196,-0.0740359,-0.00786439,0.00751923,0.516406
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59372,-0.72825,0.0689155,0.335259,0.0533618,0.0222162,0.221477,0.997201,-0.0739815,-0.00780546,0.00748672,0.533256
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593776,-0.728108,0.0689967,0.335452,0.0534913,0.0222041,0.221521,0.997205,-0.0739313,-0.00778484,0.00742752,0.549731
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593801,-0.728009,0.069095,0.335603,0.0536161,0.0222011,0.221613,0.997209,-0.0738889,-0.00777803,0.00734026,0.566573
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593829,-0.727943,0.0692212,0.33567,0.0537317,0.0222102,0.221732,0.997218,-0.0737828,-0.00774108,0.00721924,0.583024
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593895,-0.727884,0.0692575,0.335672,0.0538316,0.0222407,0.221832,0.99723,-0.0736436,-0.00765488,0.00713242,0.600075
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.593981,-0.727829,0.0692179,0.335648,0.0539499,0.0223225,0.221897,0.99724,-0.073515,-0.00751581,0.00710641,0.616926
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594064,-0.727789,0.0691334,0.335606,0.0540541,0.0223979,0.221948,0.997247,-0.0734376,-0.00739542,0.00712366,0.633176
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594122,-0.72779,0.0691518,0.335498,0.0541505,0.0224391,0.222032,0.997252,-0.0733726,-0.00729765,0.00715497,0.649587
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594126,-0.727836,0.0692538,0.33537,0.054247,0.0224653,0.222126,0.997257,-0.073313,-0.00721444,0.00717824,0.66641
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594128,-0.727876,0.0695071,0.335226,0.0543557,0.0224919,0.222233,0.997265,-0.0732138,-0.00713783,0.00719716,0.682852
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594112,-0.727856,0.0697762,0.335243,0.054512,0.0225121,0.222296,0.997274,-0.0730902,-0.00703492,0.0072181,0.699902
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594106,-0.727745,0.0700821,0.33543,0.0546691,0.0225291,0.22236,0.997288,-0.0729106,-0.00693716,0.0072569,0.716266
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594118,-0.727639,0.0702803,0.335597,0.0547881,0.0225377,0.222451,0.9973,-0.0727493,-0.00686115,0.00732698,0.733165
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594135,-0.727474,0.0706711,0.335843,0.0549333,0.0225386,0.222565,0.997311,-0.0725853,-0.0068674,0.00742515,0.749623
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59411,-0.727403,0.0709256,0.335988,0.0550629,0.0225434,0.222656,0.997318,-0.0724684,-0.00695558,0.00748774,0.76703
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594088,-0.727284,0.07126,0.336213,0.0552183,0.0225707,0.222717,0.997327,-0.0723346,-0.00712645,0.00751146,0.783072
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594088,-0.727117,0.0715217,0.336518,0.0553599,0.0225987,0.222781,0.997334,-0.0722174,-0.00728012,0.00752086,0.800014
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594124,-0.726904,0.0717574,0.336865,0.0555376,0.0226235,0.222895,0.997342,-0.0720889,-0.00744523,0.00753106,0.816338
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59412,-0.726772,0.0719488,0.337114,0.0557301,0.0226406,0.223008,0.99735,-0.0719661,-0.00755889,0.00753631,0.833188
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594078,-0.726683,0.0722091,0.337326,0.0559299,0.0226395,0.223081,0.997357,-0.0718579,-0.0076352,0.00752712,0.849606
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594053,-0.726606,0.0724888,0.337476,0.0561546,0.0226227,0.223103,0.997367,-0.0717198,-0.0076665,0.00747379,0.866563
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594055,-0.726527,0.0727261,0.337591,0.0563474,0.0226253,0.223133,0.997382,-0.0715286,-0.00769212,0.00739203,0.882972
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594092,-0.726451,0.0728802,0.337655,0.0565311,0.022644,0.223196,0.997396,-0.0713452,-0.00770112,0.00725612,0.900035
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.5941,-0.726439,0.0730019,0.337642,0.0567237,0.0226539,0.223269,0.997408,-0.0711994,-0.00769582,0.00703662,0.917183
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594041,-0.726512,0.0730688,0.337575,0.056891,0.0226871,0.223317,0.997417,-0.0710994,-0.00764027,0.00682271,0.933881
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594021,-0.72655,0.0731618,0.337508,0.0570613,0.0227417,0.223354,0.997426,-0.0710016,-0.00750971,0.00663831,0.950111
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594075,-0.72655,0.0732328,0.337398,0.0572128,0.0227632,0.223415,0.997433,-0.0709356,-0.00731813,0.00655216,0.966869
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594157,-0.726613,0.0732417,0.337114,0.0573572,0.0227673,0.223491,0.997437,-0.0708914,-0.00711617,0.0065227,0.983205
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594252,-0.726696,0.0732036,0.336777,0.0575247,0.0227766,0.223581,0.99744,-0.0708668,-0.00692907,0.00651688,1.00008
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594318,-0.726752,0.0731951,0.336541,0.0576591,0.0227679,0.223602,0.997442,-0.0708566,-0.00682836,0.00653526,1.01696
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594371,-0.726802,0.0732451,0.336327,0.0578025,0.0227567,0.223615,0.997446,-0.0708007,-0.00676008,0.00653403,1.03362
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594434,-0.726783,0.073337,0.336238,0.0579482,0.0227662,0.223678,0.997451,-0.0707421,-0.00669365,0.00650816,1.04959
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594508,-0.726697,0.0734531,0.336267,0.0580979,0.0227736,0.223752,0.997458,-0.0706556,-0.00658643,0.00644491,1.06637
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594555,-0.7266,0.0735936,0.336364,0.0582566,0.0227732,0.223837,0.997463,-0.0706026,-0.0064609,0.00634354,1.08288
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594567,-0.726533,0.07378,0.336447,0.0584047,0.0227937,0.223879,0.997465,-0.0705986,-0.00630934,0.00623335,1.09984
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594556,-0.726513,0.073925,0.336478,0.0585457,0.0228109,0.223925,0.997469,-0.0705651,-0.00619087,0.00616001,1.11674
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594596,-0.726429,0.0740807,0.336553,0.0586987,0.0228093,0.224011,0.997473,-0.0705261,-0.006076,0.00608952,1.13315
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594654,-0.726311,0.0741949,0.336682,0.0588621,0.0228065,0.224103,0.997479,-0.0704514,-0.00600172,0.00595931,1.14951
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594686,-0.726215,0.0742707,0.336815,0.0590179,0.0227984,0.22418,0.997483,-0.0704189,-0.00595748,0.00577992,1.16632
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594707,-0.72611,0.0743586,0.336985,0.05918,0.0227571,0.224222,0.997484,-0.0704349,-0.00588252,0.00554018,1.18287
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594703,-0.726049,0.074451,0.337102,0.0593359,0.0227214,0.224286,0.997485,-0.0704533,-0.00573823,0.00529239,1.20016
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59472,-0.725963,0.0745777,0.337231,0.0594902,0.0227093,0.224386,0.997487,-0.0704557,-0.00551752,0.00508024,1.21664
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59482,-0.725767,0.0747191,0.337443,0.0596393,0.0226995,0.224489,0.997492,-0.0704044,-0.00526353,0.00494128,1.23301
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594929,-0.725582,0.0748751,0.337614,0.0597845,0.0227067,0.224584,0.997498,-0.0703468,-0.00503013,0.00488101,1.24961
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594936,-0.725559,0.0749853,0.337627,0.0598881,0.0227401,0.22464,0.997506,-0.0702432,-0.00489821,0.00481446,1.26657
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594908,-0.725588,0.0751326,0.337581,0.060018,0.0227581,0.224722,0.997517,-0.0700965,-0.00487082,0.00475114,1.28289
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594932,-0.725542,0.0752976,0.337601,0.0601837,0.0227457,0.224844,0.997523,-0.0700065,-0.00489313,0.00469314,1.29975
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594903,-0.725536,0.0754745,0.337628,0.0603746,0.0227358,0.224991,0.997531,-0.0699023,-0.00491371,0.00458092,1.31627
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59479,-0.72562,0.0756203,0.337613,0.0605451,0.0227256,0.225106,0.99754,-0.0697903,-0.00488865,0.00449109,1.33296
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594753,-0.725588,0.0757985,0.337706,0.0606996,0.022713,0.2252,0.997548,-0.0696782,-0.00481981,0.00448299,1.34952
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594767,-0.725451,0.0759891,0.337932,0.0608716,0.0227026,0.225331,0.997555,-0.0695795,-0.00474941,0.00452516,1.36677
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594791,-0.725266,0.0761828,0.338244,0.0610348,0.0226966,0.225468,0.997562,-0.069482,-0.00471546,0.00455311,1.38285
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594799,-0.725098,0.0764121,0.338539,0.0612202,0.0226972,0.225625,0.997572,-0.0693297,-0.00468976,0.00458457,1.39974
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594808,-0.724942,0.0766967,0.338793,0.0613299,0.0227414,0.225741,0.997581,-0.0692119,-0.00460425,0.00461611,1.41619
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594827,-0.724776,0.0770083,0.339043,0.0614246,0.0227997,0.225849,0.997594,-0.0690326,-0.00444477,0.00468461,1.43306
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594857,-0.724623,0.0772528,0.339263,0.0615544,0.0228402,0.225967,0.997608,-0.068829,-0.00420078,0.00480404,1.45
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594915,-0.724435,0.0774808,0.339509,0.0616822,0.0228667,0.226077,0.997619,-0.0686813,-0.00396754,0.00492763,1.46646
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.594987,-0.724226,0.0777104,0.339776,0.0618429,0.0228826,0.226202,0.997627,-0.0685698,-0.00374942,0.00503498,1.4828
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595015,-0.724104,0.077904,0.339943,0.0620171,0.0228637,0.226265,0.997629,-0.0685386,-0.00362112,0.0050844,1.4997
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595024,-0.724048,0.0781044,0.340001,0.0621953,0.0228388,0.226323,0.997633,-0.0684782,-0.00354056,0.00511148,1.51617
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595055,-0.724027,0.0782799,0.33995,0.0623533,0.0228346,0.226414,0.99764,-0.0683812,-0.00349387,0.00516203,1.53301
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595114,-0.724031,0.0784073,0.339809,0.0625008,0.0228224,0.226495,0.997649,-0.0682532,-0.00345051,0.00519176,1.54951
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595201,-0.72402,0.0784799,0.339664,0.062646,0.0228082,0.226561,0.997655,-0.0681607,-0.00342995,0.00519538,1.56644
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595369,-0.723996,0.0785018,0.339415,0.0628209,0.0228547,0.226559,0.99766,-0.0680879,-0.00342509,0.00516668,1.58281
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595499,-0.724033,0.0784649,0.339118,0.062967,0.0228925,0.226557,0.997664,-0.0680291,-0.00342672,0.00515179,1.59962
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59557,-0.724149,0.0784369,0.338752,0.0631204,0.022894,0.2266,0.997667,-0.0679934,-0.00336131,0.00520438,1.61608
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595623,-0.72426,0.0784361,0.33842,0.063252,0.0228979,0.226628,0.997671,-0.0679294,-0.00326951,0.00525215,1.63325
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.595717,-0.724299,0.0784784,0.338161,0.0633854,0.0228911,0.226618,0.997675,-0.0678715,-0.00309454,0.00525276,1.64945
0,0,0,0,0,0.353173,-0.356713,-0.395136,0.0131721,-0.233489,0.416399,0.87859,0.272239,-0.789348,0.172139,0.59583,-0.724234,0.0784987,0.338098,0.0634962,0.0228686,0.226583,0.997674,-0.0678994,-0.00291857,0.00517421,1.6665
